佳佳猫520,洛阳,超赞！令我最深刻的是公主摘下皇冠脱下裙子去救海王的场面！实在太美了！还有用葡萄酒发功力的画面！完美！很喜欢,52018-12-09 23:02:50
aEG138811079,北京,震撼。当海王和**妈再次遇见的时候。我只想说：妈妈，别抱我，扎！,52018-12-09 23:02:48
Jack0932,重庆,不错哦，风格上非常区别于其他英雄电影，让人有新奇感,3.52018-12-09 23:02:48
星悆 ฅ,海口,非常非常非常好看……但是我严重深海恐惧，海沟族那一段吓得躲在毛衣领子后面疯狂捂脸抽搐，口红抹了一脸😭😭片子是真的很棒，视觉盛宴，佩服温导的想象力，亚特兰蒂斯太美了，海王的肌肉没得挑！女主和女王也很惊艳！,52018-12-09 23:02:46
浮生未歇～367,常州,难得的佳作，外面下着雨天又这么冷，我一个人又屁颠屁颠地跑过去看了，果然温导没让我失望～,52018-12-09 23:02:44
oLx647037271,南通,电影太好了，就是建议万达不要那么霸王条款，凭什么你们买卖出的东西可以带进去，我们自己买的就不行呢,52018-12-09 23:02:44
可怜的蜘蛛侠！,泗洪,特效太棒了！难道是DC的雄起之作？,52018-12-09 23:02:33
JWh272850862,苏州,特效猪血腥不错,42018-12-09 23:01:53
晨曦,肇庆,不错，值得一看！,52018-12-09 23:01:50
深海1117,西安,太久没看过这么好看的电影,52018-12-09 23:01:44
lavender204,合肥,妮可基德曼真的不能再美了！妮可的美丽依旧，好不逊色于女主角！整体故事构架比较老套，但是特效和画面还是满分的！DC世界中的海世界，很值得肯定！,52018-12-09 23:01:42
猪老三,杭州,精彩 特效炫酷 情节有趣,4.52018-12-09 23:01:41
bVb835774816,大庆,剧情虽然还是有点老套，但是特效真的太酷炫了，全程高能，眼花缭乱，视觉享受玛莎拉蒂是不是植入广告了？最后的绝招是不是跟六小龄童老师学的？海王取得三叉戟是不是定海神针啊？,42018-12-09 23:01:41
小康,上海,这是个环保主题的炫酷海外儿童剧吗？有些镜头还少儿不宜。,12018-12-09 23:01:40
agp964076894,茂名,看科幻电影就不要跟我讲剧情。特效绝对是一级，很震撼，好炫目。算是近几年来特别好的一部DC电影,52018-12-09 23:01:39
华美微整形小娟18664296016,佛山,非常值得一看，剧情特效非常非常出色,52018-12-09 23:01:39
爱纯子,长沙,感觉没有王评那么好。但是环保意识特别nice,42018-12-09 23:01:32
普遍,东莞,是来…刷…刷新…看票房的，有同感的请举手,52018-12-09 23:01:28
Allen骆⛵,深圳,10分吧，还需要写什么吗，真要写就写，老温导演真是唯美，美到骨子里了。动作完美、震撼，剧情不老套，还穿插着不错的背景音乐，演员就不多说了都不错，特别是我最爱的妮可阿姨，那位女主美，妮可的类型，我喜欢😘，男主man，哎，连配角都是大腕了，等着拿奖拿到手软吧👍👍👍,52018-12-09 23:01:27
灿若晨曦cc,上海,一般般，情节没啥亮点,2.52018-12-09 23:01:26
V5辉,昆明,挺震撼的！不错的影片。。。看完我都流口水了。。。因为又想吃海鲜了,52018-12-09 23:01:26
WAK277373567,南京,好看！很好看！,4.52018-12-09 23:01:23
RSB817584620,巴中,非常好看的一部经典的电影。,52018-12-09 23:00:47
iinken,海宁,老爷之后，DC再一次崛起了，虽然很爆米花，但确实很炸！,52018-12-09 23:00:45
肖大宝,哈尔滨,好看，非常喜欢！值得一看！,52018-12-09 23:00:44
瘾男,淮安,好看！帅气啊！,4.52018-12-09 23:00:43
xcg4402,泰州,很不错的大片，给力！,52018-12-09 23:00:41
tKT866463543,长沙,还好。。。。。,42018-12-09 23:00:35
Eob297349811,红河,一般般  还是喜欢钢铁侠,42018-12-09 23:00:30
qoh13562262012,东营,非常非常好看的电影,52018-12-09 23:00:25
A~🚬 口天扌易  ✨,沈阳,超级牛逼的电影   其实画面不是最震撼的   音效才是最牛逼的   漫威真应该学习一下了,52018-12-09 23:00:23
尘埃594,东莞,超好看，还想再看一遍！,52018-12-09 23:00:22
白斩鸡要酱油,杭州,剧情稍显薄弱，但是场面我给一百分，海底世界非常壮观，那个红色大螃蟹我看饿了……,52018-12-09 23:00:18
千里,绍兴,好看！男主很帅！女主很美！,52018-12-09 23:00:17
相ywxj520,兰州,特效水准完美，剧情整体与DC动画《正义联盟：亚特兰蒂斯的宝座》有很多相似之处，也可以说是借鉴了动画，但影版更加突出了人物情感与故事脉络。,4.52018-12-09 23:00:16
奥林匹克花园,攀枝花,让我最称奇的就是妮可已经51岁了，还那么完美,52018-12-09 23:00:16
张体凯13844319876,抚松,海底速度与激情，海下阿凡达，温子仁是华人导演的骄傲，大赞,52018-12-09 23:00:15
Ida328716532,成都,冲着行走的荷尔蒙男神，有不看的理由吗？不得不说温子仁导演真的是越来越腻害，海底大战，特效不亚于阿凡达精致漂亮，故事情节一点不拖沓,52018-12-09 22:59:25
克尔苏查德,商丘,温子仁真是个鬼才，太好看了！,52018-12-09 22:59:23
逯晓桦.,安阳,红发妹子太美，蟑螂恶霸比较抢戏～,42018-12-09 22:59:22
Z丶Sue,桂林,画面很美很震撼，打斗场面一饱眼福！可惜有几处细节很尬，估计很多人都没在意，不过也不影响我给十分的决心！虽然少了点完美但也不影响整部电影的质量！,52018-12-09 22:59:20
北极星光love,杭州,很精彩哦，这部比正义联盟好太多，特效也很棒，温导用心了，DC加油,4.52018-12-09 22:59:11
ZCH647990728,武汉,看来当海洋之王不止拥有仁慈与勇气，还要会一门外语，决战对手得熟练双节棍，在妈妈的爱与期待之外还得有美女的刺激,52018-12-09 22:59:11
liang_xiaohui,柳州,果然是今年的最佳之作！就是水下战士的装备儿童版了点！哈哈～,52018-12-09 22:59:00
Whf199461445,深圳,很久没有看过这么好看的电影,52018-12-09 22:58:58
ZjW282410741,东莞,不错的效果，画面也挺震撼的，大家值得去看一看,52018-12-09 22:58:57
辉盈·汪小小,武汉,超好看。画面太舒服。剧情也好看。各种好。男主角hen男人。女主角很好看。一百个赞。,52018-12-09 22:58:54
嗨皮殇文,沈阳,挺好的。尤其是特效。相当霸气。,52018-12-09 22:58:45
英雄森森,常州,会大卖！酷炫！,52018-12-09 22:58:40
小明,中山,可以，很好看的电影,52018-12-09 22:58:39
Lei  Hou,绵阳,好看好看好看啦,52018-12-09 22:58:37
家里蹲的小P孩,上海,银幕上的尼克基德曼还是美的 Amber也美 看到亚特兰蒂斯海底世界的画面时 感觉像当年看到阿凡达世界一样 故事挺好看的,4.52018-12-09 22:58:28
書豪,吉林,视觉盛宴，编剧紧凑，现代与传说的结合。为正义而战才会战胜任何困难。赢得最终胜利。,52018-12-09 22:57:45
L sha,萍乡,特效💯媚拉💯,52018-12-09 22:57:43
名字太长,霸州,女主角很漂亮！！！,52018-12-09 22:57:43
q1n9调,北京,效果不错，剧情一般般,42018-12-09 22:57:42
🇨🇳游心骋目🔥,福州,昨天没看给1星，今天看了也找到女朋友了给满分。,52018-12-09 22:57:42
火羽白丶,徐州,本来电影情节很棒，这个电影院太不给力，连续两个影厅都接连停电，这概率有的人一辈子都遇不到吧,3.52018-12-09 22:57:41
Y.Sheying,西安,挺震撼的特效还是很不错的，就是模仿了很多部电影，最后更夸张的是竟然模仿了我们中国的西游记，开玩笑，,3.52018-12-09 22:57:40
萌猫导师,北京,亚特兰蒂斯女王真应该往内陆再深入走走，陆地上不是只有一个灯塔看护这一个男人啊。生了个水产王子一夜暴富，被一群水产品承包商奉为业界大佬，顺带手把弟弟给绿了。就这么点事儿呗😂作为一名DC粉感到很无助啊。特效虽然不错但人物刻画的太单薄了。,32018-12-09 22:57:38
活该，,泸州,超级好看 特效超美。推荐推荐,52018-12-09 22:57:37
hefaneric1985,武汉,2018年度最好看的电影 没有之一。,52018-12-09 22:57:35
啊啊啊吃嘤,石家庄,一般吧，就是场景很好，大场面，但是剧情一般,42018-12-09 22:57:31
小丫头,上海,酷，那海王帅呆了,52018-12-09 22:57:27
OUy477595678,武汉,挺好看挺震撼的！,52018-12-09 22:57:26
安 心,广州,DC这一次真的放大招了，漫威复仇者级别的巨作！,52018-12-09 22:57:26
冰封夕洋,永康,海王 剧情我觉得有点像超人 从小到大都是一个很正义的人 非常的正派 最后母亲从桥上的回归 也是刚刚剧情开始母亲许下的诺言 还有海王盔甲有点难看 黄金甲吗？,52018-12-09 22:57:19
charles,上海,电影好看，场面激烈,52018-12-09 22:56:44
早早,武汉,好看 女主很漂亮 男主很帅气,52018-12-09 22:56:38
_qq7t21324110790,合肥,特效不错，肉体美丽，但是剧情总跳戏，想到斗罗大陆的小伙伴举个爪,2.52018-12-09 22:56:36
12n.,北海,海王好man！！湄拉和海王的妈妈都好美,52018-12-09 22:56:34
A🌟黎辉,襄阳,最后玩那个叉子 像仿孙悟空耍金箍棒？,4.52018-12-09 22:56:24
cMj470326152,莆田,场面很宏大，特效很棒，男主角很有型，感觉比复仇者联盟之类的片要好看,52018-12-09 22:56:20
权欲.LQ,东莞,特效杠杠的！！！😄 😄 😄,52018-12-09 22:56:20
betty_mulder,江门,完美！场景震撼，剧情紧凑，年度最好大片！IMAX观看，不留遗憾！,52018-12-09 22:56:15
蒂花之秀天秀,宜宾,这9分给特效，剧情给8分，但是电影里面的盔甲太假了，就想铠甲勇士一样，还有最后**妈出来的时候好尴尬,4.52018-12-09 22:56:15
落絮飘飞,武汉,超级喜欢会控水的红发公主啊！主要是真的真的很漂亮😍,4.52018-12-09 22:56:11
平少wing,深圳,真❤觉得超级好看。,52018-12-09 22:55:58
W.X.D123,运城,好看，这画面，这脑洞，就是diao……女主超美,52018-12-09 22:55:58
Dream 惠惠🎉🎉🎉,仪征,一部不错的片子、结局是所期待的那样子：挺好,52018-12-09 22:55:56
WYCcc.,嘉兴,对我这个深海恐惧emmmmmm太可怕了，但是还是要点赞,52018-12-09 22:55:53
TQk714487829,成都,堪称完美，值得一观！,52018-12-09 22:55:50
风,郑州,看的强迫症都犯了！！！海王的盔甲真的是逼死强迫症！！,4.52018-12-09 22:55:12
L.T.L,长沙,值得看，不过也并没有那么好，作为dc电影还是希望别走漫威的路子，多探讨人性内心的东西！不过，温子仁牛逼！！！,42018-12-09 22:55:08
A女王,晋中,好看😊 很炫，爽,52018-12-09 22:54:54
00biubiubiu00,济南,这是一部看名字就能知道故事结局的电影  剧情没什么悬念就是海王最后拿到了三叉戟打败了自己的弟弟成为了海的统治者  但是观影体验还是挺好的特效画面都挺棒  ( 男主母亲过了20年皮肤和身材还是那么好 哈哈哈我的关注点有点奇怪)  海王拿三叉戟的时候还以为会有一场打斗 结果居然一拔就下来了  拿到三叉戟海王就变成了个行走的大玉米棒子 总的来说还是挺喜欢看的,52018-12-09 22:54:53
fvN616392453,西宁,如果太完美的眼花缭乱，繁琐到极致也会乏晕，看了半天发现了其中奥妙，华裔导演，你知道我们炎黄子孙的黄皮肤导演玩宏大叙事，那叫一个了得，世界上就无人能敌，以老谋子为代表，从各种大型活动的开幕就能让歪果仁目瞪口呆，“海王”也不例外，作为买票观影来说，已经很值，完全戳中大部分普通观众的各种口味，已然成功！坐等票房大买吧！如果硬要鸡蛋里挑到一点点骨头，只能说宏大过剩，情节过快，剧情稍水，细腻不足。还是不错的，值得一看！,4.52018-12-09 22:54:50
和爽爽,南宁,年度最佳👍堪称海底阿凡达特效场景制作,52018-12-09 22:54:50
牛仔斯密达,平顶山,超级赞，大场面，和漫画还是有些许不同，不过值得肯定！,52018-12-09 22:54:46
唐昌隆文具唐仕锋,武汉,好看好看很喜欢,4.52018-12-09 22:54:43
都是别人家的对象,深圳,看了一遍还想看第二遍的电影,52018-12-09 22:54:43
是不是傻蓝色妖姬,湖州,挺好看的……震撼,42018-12-09 22:54:41
毛邦近,福州,太好看了，最好还有下一部,52018-12-09 22:54:38
杨沸,富阳,海底世界美轮美奂，妮可基德曼路转粉,52018-12-09 22:54:33
小🐟,佛山,完美。比漫威好看多了,52018-12-09 22:54:32
黄龙,湘潭,剧情都是老套路了，又是两个王子争夺王位。但是不管是威漫还是DC 都还是支持的！特效做的都很不错。,52018-12-09 22:54:30
小米,乌鲁木齐,很不错！拥有正确的人生观！,52018-12-09 22:54:28
芳华@惜缘·争夕,南京,神一般的特效；神一般的导演；不服不行。非常爽😊；视觉冲击；完美演绎。女主真美。,52018-12-09 22:54:01
茶爷子111,重庆,真的好牛逼！,52018-12-09 22:54:00
几分像。,成都,很不错，影片很长特效做的很好,52018-12-09 22:53:58
晓梦依旧,邯郸,很酷很酷，喜欢,52018-12-09 22:53:57
马丹,北京,画面场景都很棒，剧情紧凑。话说人物造型太好看了。,52018-12-09 22:53:56
_qq6zm1411653449,珠海,非常好看，今年最好看的电影,52018-12-09 22:53:55
憧憬未来的ℒღvℯ邱浩然,上海,真的tm好看,52018-12-09 22:53:51
L'autre extrémité,北京,花俩点看海鲜打群架来了？？打斗场面太多了吧！,0.52018-12-09 22:53:51
Mr.润玄,青岛,不错，值得一看,52018-12-09 22:53:49
秦Sir,重庆,牛逼，我也要成为海的国王,52018-12-09 22:53:48
某辰君,濮阳,吹爆！太好看了！,52018-12-09 22:53:47
A_泽钦【万定陶瓷】,佛山,不错，海王已油炸，很好吃,52018-12-09 22:53:47
露露得儿个喂,诸暨,超级好看，就是被吓到了三次～震撼人心,4.52018-12-09 22:53:46
范梓姗,哈尔滨,很不错的片，特别刺激,52018-12-09 22:53:46
一站式互联网管家-万山😘,沈阳,海王崛起那段特帅,52018-12-09 22:53:43
LeoD,芜湖,画面不错故事一般,42018-12-09 22:53:09
_qqf651429208133,张家港,特效应该是不错的，但是选了小厅，没看出啥效果，剧情一般，比较心疼他弟弟,42018-12-09 22:53:08
小皮鞋971,成都,喜欢每个镜头的处理 太高级了,4.52018-12-09 22:53:06
gim523233167,达州,自我感觉很好看 里面还有很多很搞笑的地方,52018-12-09 22:53:06
月儿,长沙,谁能陪我看海王！！！也就这点爱好了！,52018-12-09 22:53:05
zIL901467164,西安,很不错的一步电影值得看,52018-12-09 22:53:04
MlW666580973,呼和浩特,超强的视觉震撼！,52018-12-09 22:53:02
miny.746,东莞,个人感觉音质不错，但是画质就差强人意，很不清楚，字体更不用说了，都是重叠的比较多，一次很不好的观看体验，以后都不会考虑过来这边看电影了。,2.52018-12-09 22:52:56
上善老师,成都,太好看了，红头发的太漂亮,52018-12-09 22:52:56
凯乐福K金工厂，李振华🇨🇳,深圳,这部电影让我想起了阿凡达，可以说是今年电影特效最美的一部电影！很好看，票价也不贵！,52018-12-09 22:52:51
！！,成都,好看，绝对dc的人气人物,52018-12-09 22:52:49
Hoc644049785,武汉,好看好看好看,52018-12-09 22:52:47
VIC0617,宁波,视觉效果不错，就是有一段剧情很尬，拿海神三叉戟的时候就感觉是给你，拿走吧。好仓促的😂😂😂,42018-12-09 22:52:45
🦎万人迷🐆,郑州,这是一部非常有教育意义的电影，剧情表达的非常好，一 是表达美好的爱情💓，二 是呼吁我们人类要爱护环境，尤其是不要再往海洋里扔垃圾！三 是要我们要热爱自己的国家、热爱和平、反对战争！通过想象用一部电影来向我们传述这些内容！3D效果制作的出神入化！太棒了！,4.52018-12-09 22:52:40
婧,霞浦,3D特技很好，演技也棒，值得一看,52018-12-09 22:52:40
静,上海,没有评论区说的那么好看，可能口碑太好期待较高。中间节奏感想入眠，幽默欠佳，如果非要和毒液比较，除了特效外，个人认为毒液无论是剧情节奏或是诙谐幽默都更胜一筹。,4.52018-12-09 22:51:48
村头逸之助,长沙,剧情无需多说，依然是大片式:毁灭人类，兄弟反目，家人团聚，结尾洗白...  高分的决定性因素主要是，特效、特效、特效! 不管是场景过渡，还是战斗场面，每一帧都很高能!  期待下一部...,4.52018-12-09 22:51:48
美焦派,北京,很精彩，水下世界美轮美奂，别有洞天，好喜欢…,52018-12-09 22:51:47
神马心情,任丘,特效很棒，配乐很棒，,4.52018-12-09 22:51:46
Oyo587386379,内江,太爆炸了，堪称经典,52018-12-09 22:51:43
熬登格日勒,包头,一直喜欢漫威的电影，看着很过瘾,52018-12-09 22:51:43
八宝粥,北京,奇幻的特效，奇幻的世界,52018-12-09 22:51:38
傅荣18967555800,绍兴,不错好看好看,52018-12-09 22:51:35
夭夭five,上海,不是那么套路的英雄电影，画面好漂亮，剧情有些些小惊小乍，突然就很想看这位导演的鬼片了,52018-12-09 22:51:33
九分熟烈火,苏州,场面之类的蛮好了！歪歪一下：最后的一段，居然有了孙悟空龙宫借宝的既视感，还耍出了猴棍的技能灭了boss~~！哈哈~~,4.52018-12-09 22:51:33
Pisces,柳州,DC巨制一部史诗级海洋世界，但是剧情不够明快，为何那个黑人海盗像个小强一样打都打不死呢？还有……这服装真心有点丑，刚开始差点以为星球大战来客串了,3.52018-12-09 22:51:30
两儀93,北京,非常好看，打斗精彩，特效不错,4.52018-12-09 22:51:29
无为,益阳,好看，场面震憾,52018-12-09 22:51:23
qzuser,武汉,第一部想给10分的超英电影，特效和剧情结合，主旨意义都有了。DC既然给自己创造了一个机会，那我们也会给你一个好的票房。(先在中国上映，是因为中国破坏环境最厉害吗？),52018-12-09 22:51:19
低调贝勒爷,成都,许久没有看到过如此精彩的科幻佳作了，首先值得称赞的是两位女主很漂亮🤣故事情节跌宕起伏通俗易懂全程无尿点，满屏幕的特效看的人眼花缭乱，不知燃烧了多少经费。最关键的是从侧面警示了我们要爱护生态环境，不然海里面的人要来收拾我们可就不好办了🤣,52018-12-09 22:51:18
月下xava,成都,2018最佳科幻片！吊打《毒液》！全程无尿点！美国版仙侠片！特效碉堡！,52018-12-09 22:50:26
桐原肇,重庆,海王牛批！！！,52018-12-09 22:50:25
🥀,咸宁,砍了半天的价.都是几分几分的砍.最后果断直接买票去观看《海王》了哇塞.太值了好吧.温子仁导演太厉害了.超级好看的.连片尾我都看完等着彩蛋出来.绝对还有第二部.值值值[害羞][害羞],52018-12-09 22:50:24
GMM839096552,云浮,超好看，女主好美！！！,52018-12-09 22:50:24
zclw129,重庆,海洋污染是现在全球面临的问题,42018-12-09 22:50:22
菲宝926,哈尔滨,好看，必须看IMAX，不要喝水，时间长容易上厕所，上厕所会错过精彩片段,4.52018-12-09 22:50:21
Monica_小珊珊,广州,海王真心全片无槽点，真心会被带入当时的情节中，牵动人心，时间流逝而不自知，看完还想看。特效做得非常赞，很喜欢，里面一些未知海底生物和拟人生物的形象真心是栩栩如生，细节处理无可挑剔，海底世界版阿凡达名符其实。推荐，肯定引爆全场。,4.52018-12-09 22:50:20
mhR811443978,南京,女王太美啦！,52018-12-09 22:50:20
Ecl151267485,北京,精彩，就是上古历史太短,4.52018-12-09 22:50:19
王亚日🇨🇳,漳州,非常震撼，既写出了环保的重要性也用震撼的场面吸引住了观众。,52018-12-09 22:50:18
小姜,天津,很好的一部电影，期待海王2,52018-12-09 22:50:17
Yan_妹,顺德,好好好好好看！,52018-12-09 22:50:11
🙈大猩猩。,毕节,好嗨哦！好震撼！😂😂,52018-12-09 22:50:10
最爱莫莫仔,乐清,果然温子仁导的片绝对不要太好，特效炒鸡棒，完美👍🏻里面女主也很好看😊,52018-12-09 22:50:06
青城368,中山,很好看 妥妥的海底潘多拉视觉感受,52018-12-09 22:50:04
忆,上海,帅哭了、光特效就值了,52018-12-09 22:49:29
明,北京,很好看，剧情不错,42018-12-09 22:49:28
¥:思又½酱💌,北京,《冰与火之歌》海洋番外篇——权力三叉戟🔱…亚特兰蒂斯的家训：亚特兰蒂斯有债必偿,3.52018-12-09 22:49:24
柠檬黄加红,武汉,7分给特效和美术设定,42018-12-09 22:49:22
风清云淡,长春,传统的故事架构，超大的脑洞，绚丽的画面，值得观看，…走入影院会超所值,4.52018-12-09 22:49:20
Dzj131830070,顺德,好看，好看，好看,52018-12-09 22:49:14
👑Echo👑,眉山,现在还比较少水里的特效，看起来挺爽的～故事情节也比较紧凑，值得一看～,52018-12-09 22:49:13
He Si Wei🌪,贵阳,这么优秀的电影。值得票价。不明白键盘侠们的差评怎么给出来的。,52018-12-09 22:49:12
霍亨索伦家的穿狍贵族,北京,没有评价的那么好，情节太一般，被吹爆的特效。。至少不符合我的审美吧，配色和人物造型浓浓的80年代科幻画风。。,32018-12-09 22:49:08
Z.R.,马鞍山,DC巅峰之作，特效让我想起来当年看阿凡达的感觉，这种震撼无以言表，虽然是*丝逆袭主角光环的老套路，但就是看不腻，女主美得让人窒息，不得不看的一部电影。,52018-12-09 22:49:07
是张益达阿,成都,徐锦江演的不错,4.52018-12-09 22:49:06
qin,广州,超好看喔，女主角好美，好性感，男主角好有魅力,52018-12-09 22:49:05
🌈逗号🌈,成都,海王太帅，永远不会失望,52018-12-09 22:49:03
oUZ729755775,深圳,还不错，挺好看的,4.52018-12-09 22:48:59
正阳门下小莽夫,晋江市,非常棒！必将打破DC漫影票房记录！,52018-12-09 22:48:58
hejay,无锡,完美…………,52018-12-09 22:48:14
恋佳1314,遵义,太好看了，很精彩，女主好漂亮,4.52018-12-09 22:48:14
乐水月,随州,非常的推荐( •̀∀•́ ),52018-12-09 22:48:08
朱星亮,临沂,今天看了感觉不错、好看极了。,52018-12-09 22:47:58
陀陀乖555,长沙,非常好看，但是我不得不说吾悦广场看完电影的出口实在很难找！下次不会再来这里看电影了！,42018-12-09 22:47:58
末世界日,呼和浩特,确实好看，也有泪点，电影满分，好久没这么爽了！,52018-12-09 22:47:53
天下有雪°,永登县,DC电影终于出头了啊，温导厉害！,52018-12-09 22:47:48
情愫忆往昔,深圳,好看！！！！！,52018-12-09 22:47:47
A0天工瓷缝王18974828796,长沙,特效灰常棒……,52018-12-09 22:47:47
cpc8454259488,重庆,很好看，陪小孩一起看的,52018-12-09 22:47:44
Anne,中山,海王太好看了,52018-12-09 22:47:44
小姐姐,郑州,是真的很牛逼,52018-12-09 22:47:33
二十面相,仙居,剧情紧凑，不错不错,52018-12-09 22:47:32
iMJ930620931,六安,感觉招式都是在模仿孙悟空，特效还是不错的,32018-12-09 22:47:31
Vivi_93599,扬州,好看，温子仁导的电影从没失望过！画面也好，剧情也好～女主好美～男主好刚😍,52018-12-09 22:47:29
缘尽今生情,招远,太好看了，真的今年看的最好的电影,52018-12-09 22:46:48
可心的天蝎座,合肥,超级好看，棒棒哒,52018-12-09 22:46:47
jmW235253729,赣州,看完觉得这个电影是艺术品。,52018-12-09 22:46:42
死硬块,无锡,华裔导演厉害，既有家国天下又有亲情爱情，值得一看。,52018-12-09 22:46:42
Q Princess Han,沧州,简直了 真的贼好看 一直十分投入的看 手机消息一个都没有回 效果太震撼了 还有一点感人 还有激情 在电影院都快激动的喊出来了 海王万岁！！！喜欢喜欢喜欢喜欢喜欢,52018-12-09 22:46:40
艾尔,嘉善,《海王》，1、当尼克尔•基德曼受伤倒在海边，我想绝大部分的男人都不会袖手旁观的，尽管可能会有未知的风险；2、红发女主貌似斯嘉丽•约翰逊；3、昔日的功夫巨星龙格尔居然出演了女主爸爸，没认出来；4、说是海洋版的《阿凡达》，不为过，波澜壮阔，高潮迭起，眼花缭乱，个人最满意的是海沟国那一部分，母子之情让人动容，怪物的惊悚让人头皮发麻，毕竟“恐怖”是温子仁赖以成名的绝技；5、女王与守灯塔男人跨物种跨阶层相爱，海王为了人类而战，妥妥的普世价值。,4.52018-12-09 22:46:38
Bi,江门,特效不错，剧情一般，还有那个服装真的槽点太多了,3.52018-12-09 22:46:36
bfm327087586,本溪,特效不错，很震撼,52018-12-09 22:46:36
123,日照,好看！感觉这是dc最喜欢的一部作品了,52018-12-09 22:46:34
讲你知,无锡,特效非常棒 虽然剧情不是非常完美 但是瑕不掩瑜比荒原狼好看多了,52018-12-09 22:46:33
Mike,北京,Nice one , kinda different story like, Wonder girl.,52018-12-09 22:46:28
波波BoBo,广州,不错不错，比神奇女侠要好！,4.52018-12-09 22:46:25
🌞,鞍山,非常不错👍看的过瘾！结局那个彩蛋 感觉好像能有第二季,4.52018-12-09 22:46:25
eOD495883868,武汉,比毒液强点。两个多小时的片长光看打斗场面都已值回票价。就是拿了三叉戟后黄金甲配绿护腕护腿照型真心丑，还不如秀肌肉呢。哈哈,4.52018-12-09 22:46:21
KOI519520141,呼和浩特,好看   我喜欢,52018-12-09 22:46:19
L。,桂林,超级无敌巨好看,52018-12-09 22:45:43
ZCu13808801705,深圳,okokok,4.52018-12-09 22:45:41
🍁菲式管家~徐经理🍁,广州,好看的很去看看咯,52018-12-09 22:45:38
、微笑再甜也祗是敷衍,深圳,特效果真不错！亚瑟在一部叫做王者之剑的电影中都很不错的，不知道有多少人看过或许记得！,42018-12-09 22:45:38
La di da di da da-🍀,沈阳,目前最好看的电影,52018-12-09 22:45:35
Hous,昆明,Dc的片子也很耐看，再加上温导的才华，这部海王算是拍的很不错的，全程无尿点剧情紧扣，打斗场面很符合现在观众的口味，加上几个酷帅的镜头是很*人胃口的,4.52018-12-09 22:45:34
瓜瓜骄,深圳,场面宏大，气势磅礴,42018-12-09 22:45:34
李先生的豆豆,咸阳,整体特效非常棒，一如既往地漫威烧钱式大片，票价贵啊！！！,42018-12-09 22:45:34
azo257997256,北京,太长了 言情戏太多,42018-12-09 22:45:33
欢,定州,特效棒极了！,3.52018-12-09 22:45:33
随愿生息,临沂,只为看特效来的,52018-12-09 22:45:28
XNT965902074,深圳,看完海王，治好了我的深海恐惧症和密集恐惧症，顺便喜欢上了女主角，实在太美了,52018-12-09 22:45:27
错觉793,石家庄,很好看的电影妥妥满分,52018-12-09 22:45:26
avX599274487,重庆,确实好看666,52018-12-09 22:45:21
静默666,漯河,有视觉冲击力,52018-12-09 22:45:21
QMQ343678652,东莞,场面壮观，必须看巨幕,42018-12-09 22:44:52
Peggy,鹤山,特效很棒，剧情一般,4.52018-12-09 22:44:52
李深涌,深圳,啊。这光，这水，这打斗，这特效，这大海，这景色，我TM吹爆(๑•̀ㅂ•́)و✧,4.52018-12-09 22:44:52
zhengqiujin3880,深圳,一个字，爽！,52018-12-09 22:44:51
爱电影的大妈,顺德,亚特兰蒂斯美轮美奂！！！！,4.52018-12-09 22:44:51
Ambition野心.。,包头,好的没话说。,52018-12-09 22:44:50
💝💘💓海燕💓💗💟,顺德,严重抄袭哪吒闹海和孙悟空取定海神针，太闹了,0.52018-12-09 22:44:48
TKq564267317,海口,看了很多电影，这是看过最好看的,52018-12-09 22:44:47
糖豆儿,徐州,因为评价很高才去看的然后各种莫名其妙……可能是我不专业？比如 女主和男主是素未谋面的吧，那么女主为什么相信男主比自己的未婚夫要强？也许是听军师说的？ 那么女主是怎么和自己未婚夫的军师站在同一战线的？我很莫名其妙，真的。接着往下讲，黑人一开始遇到海王的时候，本来人家海王没要杀他，他和他爹非要作死，导致海王下手重了并且没有救他爹，然后就变成了血海深仇……我不说这里有什么问题，但是这个人对立面，真的是强行拉出来的啊！本来没什么仇恨，非要作死我也是醉了。接着，冷焰火居然可以在大海里燃烧了十几分钟啊……坐我旁边的小哥一直跟他基友说：这不是扯淡的么？最后，海王是什么时候和大螃蟹成,0.52018-12-09 22:44:45
Venom,南阳,水下阿凡达，当之无愧。,52018-12-09 22:44:45
Downey.258,上海,看过最过瘾的超级英雄电影,52018-12-09 22:44:45
Tender.,长春,非常棒  内容很丰富 特效很6,52018-12-09 22:44:44
Mr.小桀,江阴,效果很不错！！片尾曲很好听,52018-12-09 22:44:42
TgJ692043489,涪陵,无疑年度最佳，母爱，和平，环保……几次热泪盈眶……,52018-12-09 22:44:39
Z歪——,安庆,可以的。。。。,42018-12-09 22:44:38
虛偽的爱情,苏州,炒鸡好看，而且很刺激，大爱亚瑟！,52018-12-09 22:43:59
摩根国际 中粤名车-生,肇庆,超好看超好看,52018-12-09 22:43:56
命中注定💋,大石桥,赞赞赞赞赞赞赞赞,52018-12-09 22:43:55
Rocket🚀,长沙,一个字，好看，二个字，震撼，三个字，非常好。,52018-12-09 22:43:54
临界X爵迹,西安,还可以嗯嗯嗯,52018-12-09 22:43:53
谎言,西安,很棒很棒很棒,52018-12-09 22:43:50
Dc成,珠海,Dc牛逼！正联期待！,52018-12-09 22:43:44
